rank,username,followers,eligible,sim_raw,eng_raw,sim_norm,eng_norm,spam_ratio,rt_ratio,core_hit_ratio,score,error
307,Redistrict,605565,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
308,business,9733330,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
309,RubinReport,1649789,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
310,jamiemfly,6777,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
311,AshleyRParker,371886,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
312,SusanPage,75290,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
313,BillAckman,1948202,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
314,thedailybeast,1269929,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
315,DanaBashCNN,614377,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
316,katiecouric,1504867,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
317,X,60279425,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
318,JamesFallows,165760,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
319,ObamaWhiteHouse,10744687,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
320,DMiliband,262203,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
321,Timodc,446040,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
322,CarlosNYT,39102,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
323,TomTugendhat,149233,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
324,NYTimesCohen,71906,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
325,Joe_Nye,88695,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
326,FraserNelson,293428,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
327,juliettekayyem,185055,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
328,donnabrazile,569168,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
329,IgnatiusPost,125493,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
330,sama,4241217,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
331,SpeakerPelosi,7972334,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
332,cafreeland,362722,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
333,LizEconomy,29376,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
334,AliVelshi,629772,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
335,jayrosen_nyu,279623,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
336,charlesmurray,156129,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
337,jakejsullivan,177679,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
338,GavinNewsom,2810011,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
339,cnni,14915109,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
340,brhodes,507256,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
341,michaelcrowley,43646,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
342,jdcmedlock,115045,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
343,MollyJongFast,984558,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
344,IlhanMN,2783112,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
345,MicahZenko,24763,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
346,JStein_WaPo,160454,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
347,Neil_Irwin,89475,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
348,AsteadWH,199709,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
349,declanwalsh,148515,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
350,niubi,191589,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
351,Taniel,128579,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
352,EricLevitz,45524,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
353,DavidKlion,69216,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
354,TheStalwart,427893,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
355,ColinKahl,81110,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
356,ewong,133189,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
357,maxwelltani,55378,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
358,charlesjkenny,24136,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
359,NPRinskeep,329878,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
360,Susan_Hennessey,274622,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
361,brett_mcgurk,230982,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
362,paulwaugh,208257,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
363,DavidLammy,759564,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
364,bbclaurak,1307685,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
365,PeoplesMomentum,157724,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
366,bbcnickrobinson,993699,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
367,ShippersUnbound,200503,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
368,Freedland,131920,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
369,JosephEStiglitz,408377,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
370,michaeldweiss,267303,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
371,fromTGA,63544,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
372,rickygervais,13897882,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
373,hxhassan,122281,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
374,timkmak,198322,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
375,clarissaward,486895,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
376,AlecJRoss,284891,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
377,KarenAttiah,234642,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
378,jacobin,378314,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
379,nprpolitics,2718065,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
380,jessesingal,178125,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
381,jacklgoldsmith,77982,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
382,zachdcarter,39712,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
383,Snowden,5612107,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
384,JoeTrippi,750042,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
385,CIA,3638006,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
386,MMFlint,5285983,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
387,AnaKasparian,775501,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
388,Olivianuzzi,298321,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
389,ZohranKMamdani,1283297,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
390,RichardEngel,522854,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
391,brianbeutler,162644,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
392,janecoaston,131445,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
393,TulsiGabbard,3876875,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
394,tnyCloseRead,46639,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
395,AlecMacGillis,78591,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
396,crampell,193919,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
397,jbarro,274814,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
398,conradhackett,127228,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
399,MarkRuffalo,7800174,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
400,johncusack,1746695,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
401,ebruenig,177445,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
402,Lawrence,2610499,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
403,kasie,562744,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
404,ewarren,5489535,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
405,jonkarl,303745,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
406,JenniferJJacobs,351972,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
407,EJDionne,162889,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
408,tomperriello,96005,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
409,AriBerman,172738,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
410,alexwagner,254264,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
411,dwallacewells,94455,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
412,KatyTurNBC,682321,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
413,neeratanden,334490,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
414,NatashaBertrand,723468,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
415,NormOrnstein,229237,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
416,AnandWrites,610178,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
417,jonathanchait,193773,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
418,propublica,878024,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
419,jelani9,305958,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
420,BreakingNews,8578468,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
421,DLind,61139,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
422,SenSchumer,3368163,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
423,jodikantor,113512,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
424,PressSec45,5364850,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
425,DonaldJTrumpJr,15895206,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
426,greta,1218734,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
427,PM_ViktorOrban,713960,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
428,FoxNews,27831995,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
429,DavidAFrench,312381,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
430,newtgingrich,2442669,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
431,SpeakerBoehner,1151921,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
432,SenJohnMcCain,2517436,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
433,GovChristie,782651,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
434,SarahPalinUSA,1398565,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
435,CondoleezzaRice,301627,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
436,danbalz,103407,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
437,RANDCorporation,254663,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
438,ChathamHouse,302784,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
439,CSIS,423951,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
440,therecount,325757,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
441,gilliantett,64871,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
442,Trevornoah,10879081,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
443,NBCNews,9268224,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
444,CharlesMBlow,514816,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
445,anders_aslund,329614,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
446,robertwrighter,49096,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
447,ShashiTharoor,8016620,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
448,G7,125378,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
449,kajakallas,416194,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
450,alexstubb,528448,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
451,NATO,1982951,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
452,DailyCaller,1233623,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
453,DanaPerino,2481863,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
454,ConanOBrien,23752179,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
455,ExumAM,46578,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
456,BBCr4today,634830,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
457,jonstewart,1575464,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
458,markos,150859,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
459,pewresearch,414774,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
460,VP44,2085223,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
461,GlennLoury,203863,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
462,DavidCornDC,869678,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
463,IvoHDaalder,47986,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
464,MichelleObama,20534742,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
465,VP45,8949669,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
466,hrw,4786796,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
467,tparsi,166296,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
468,JohnKingCNN,494531,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
469,richardbranson,11551135,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
470,charlierose,144993,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
471,j_tepperman,5667,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
472,JZarif,1629351,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
473,lrozen,176831,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
474,JillAbramson,42019,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
475,cshirky,267475,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
476,MeghanMcCain,836487,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
477,jdickerson,1769242,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
478,owenjonesjourno,1081778,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
479,GravelInstitute,312009,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
480,TheDemocrats,2403638,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
481,Acyn,707099,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
482,kenklippenstein,561599,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
483,NomikiKonst,105539,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
484,linamkhan,145634,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
485,KoriSchake,43564,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
486,lkmcgann,12793,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
487,GlennKessler__,121662,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
488,bradplumer,38678,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
489,m_clem,50467,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
490,AllisonRockey,5653,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
491,ChemiShalev,30501,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
492,RidT,51217,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
493,leedrutman,21467,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
494,DLeonhardt,140103,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
495,b_judah,72055,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
496,ArmsControlWonk,113490,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
497,972mag,138044,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
498,laurenwilliams,30719,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
499,BrendanNyhan,79910,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
500,ModeledBehavior,90174,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
501,GerardAraud,158339,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
502,AmbassadorRice,560661,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
503,KamalaHQ,1137171,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
504,rtraister,185496,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
505,goodauth,49473,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
506,awprokop,37964,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
507,SarahLongwell25,152846,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
508,mikiebarb,246303,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
509,ishaantharoor,103209,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
510,btselem,211770,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
511,Cirincione,49987,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
512,SadiqKhan,1035877,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
513,tomkeene,175443,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
514,KanzlerScholz,956880,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
515,POTUS44,12300805,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
516,Dannythefink,391847,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
517,Thehackandhound,109209,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
518,campbellclaret,1077161,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
519,BBCPolitics,1067443,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
520,paulmasonnews,566732,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
521,SamCoatesSky,247574,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
522,SebastianEPayne,117559,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,followers_below_threshold
523,SophyRidgeSky,247275,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
524,BBCNewsnight,699979,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
525,jonsnowC4,1262907,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-1000000000.000000,low_political_relevance
