rank,username,followers,eligible,sim_raw,eng_raw,sim_norm,eng_norm,spam_ratio,rt_ratio,score,error
133,X,60278672,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
134,espnW,355062,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
135,MLS,3266944,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
136,MikeTrout,2315089,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
137,ochocinco,2971852,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
138,jimrome,1113751,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
139,JManziel2,1715676,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
140,RGIII,2113718,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
141,spidadmitchell,1484704,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
142,BaronDavis,848994,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
143,LauraRutledge,300446,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
144,RSherman_25,1811613,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
145,richeisen,1366809,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
146,MichaelVick,2228473,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
147,FieldYates,1208303,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
148,JohnCena,12703496,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
149,Buster_ESPN,1327621,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
150,DickieV,911987,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
151,HannahStormESPN,215522,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
152,ESPNNBA,9094405,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
153,RealJayWilliams,580216,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
154,usabasketball,1130508,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
155,DMRussini,410385,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
156,mcten,361629,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
157,MarcJSpears,553168,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
158,Espngreeny,1173792,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
159,PremiumBusiness,3953551,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
160,JaredDudley619,314844,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
161,DwightHoward,5230234,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
162,NBATV,7412456,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
163,Candace_Parker,373098,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
164,TheRealJRSmith,663144,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
165,Lakers,11775102,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
166,TeamVic,479722,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
167,lindseyvonn,914660,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
168,kendricklamar,12086878,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
169,obj,3987690,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
170,SergioRamos,18830089,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
171,EASPORTSFC,9216360,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
172,bubbawatson,1706548,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
173,Schwarzenegger,5058575,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
174,Ludacris,9439082,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
175,Arsenal,21422578,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
176,jimmykimmel,10301515,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
177,chrisbosh,2252839,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
178,common,4628566,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
179,MardyFish,151916,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
180,JeanieBuss,403653,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
181,EASPORTS,2183245,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
182,USWNT,2283744,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
183,ESPNPlus,305828,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
184,FirstTake,1837608,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
185,ESPNNFL,4195431,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
186,ChelseaFC,25247613,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
187,ManCity,17657163,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
188,dmorey,283761,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
189,katienolan,572410,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
190,MarkJonesESPN,56488,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
191,LegsESPN,133010,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
192,Ronnie2K,1446952,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
193,KristenLedlow,124254,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
194,MichelleDBeadle,1193054,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
195,Al_Horford,352274,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
196,J30_RANDLE,413012,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
197,Realrclark25,507805,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
198,BarstoolBigCat,1836441,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
199,Dame_Lillard,3334989,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
200,ericstonestreet,721204,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
201,heykayadams,725944,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
202,DezBryant,3167151,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
203,warriors,8291945,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
204,K1,365983,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
205,lindacohn,224074,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
206,dallascowboys,4163511,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
207,ByKimberleyA,80525,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
208,MikeReiss,399597,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
209,JayHarrisESPN,117850,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
210,Ian_OConnor,66207,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
211,ESPNPR,178644,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
212,RamsNFL,1227964,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
213,BuffaloBills,1854510,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
214,PeteThamel,391230,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
215,DraftKings,395999,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
216,WindhorstESPN,969765,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
217,BannedMacMahon,228553,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
218,Commanders,1352344,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
219,Kurkjian_ESPN,680228,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
220,Klow7,792835,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
221,TurnerSportsEJ,556923,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
222,realtuffjuice,168871,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
223,mconley11,488757,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
224,Kenny_Mayne,323584,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
225,BillGates,62378844,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
226,Chris_Broussard,1357379,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
227,Money23Green,1977609,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
228,SnoopDogg,18697022,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
229,jadande,509122,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
230,StuartScott,388585,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
231,SIChrisMannix,203112,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
232,joshhart,695493,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
233,RajonRondo,1277931,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
234,AntDavis23,2074514,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
235,WesWelker,376184,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
236,PFTCommenter,1113786,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
237,JustinThomas34,788621,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
238,DeAndreHopkins,702559,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
239,P2,404275,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
240,CaitlinClark22,584628,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
241,Kelseyplum10,154317,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
242,Buccaneers,1308312,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
243,SeanPayton,390500,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
244,UnderArmour,912679,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
245,MatthewBerryTMR,1157884,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
246,PSG_inside,14614412,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
247,ChampionsLeague,52386294,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
248,MarcGasol,1016841,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
249,Wimbledon,3849626,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
250,CocoGauff,408224,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
251,RobertDowneyJr,16388076,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
252,jeremypiven,1947368,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
253,chancetherapper,7035663,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
254,JoeBiden,37860460,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
255,Broncos,2599363,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
256,Kaepernick7,1990181,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
257,JColeNC,12567044,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
258,WayneRooney,14384065,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
259,michaelb4jordan,1362423,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
260,JohnIsner,253653,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
261,hopesolo,894753,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
262,MiamiDolphins,1260516,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
263,XCreators,10909283,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
264,JLo,35273760,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
265,alexmorgan13,3252650,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
266,YouTube,68031474,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
267,FCBarcelona,46185148,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
268,Olympics,5791957,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
269,FIFAWorldCup,12642536,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
270,ManUtd,37815777,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
271,EliasSports,159409,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
272,ESPYS,110410,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
273,LFC,24116248,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
274,Ibra_official,8970018,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
275,FS1,473122,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
276,Chriswood_5,79708,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
277,ZO2_,1229573,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
278,hbarnes,511340,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
279,ZERTZ_86,468271,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
280,maxkellerman,663005,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
281,Roy_Meets_World,295627,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
282,KembaWalker,385136,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
283,alleniverson,1162655,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
284,chiney,146786,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
285,Jon_Anik,361636,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
286,joerogan,15455539,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
287,Wale,5428419,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
288,FloydMayweather,6852312,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
289,LRiddickESPN,438800,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
290,terrellowens,1262742,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
291,Chiefs,2603777,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
292,tkelce,1444599,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
293,ESPNCFB,2963835,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
294,JayGlazer,1221941,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
295,jalenbrunson1,239759,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
296,ESPNBooger,196620,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
297,Mathieu_Era,1151471,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
298,dallasmavs,2206630,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
299,Hasselbeck,230638,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
300,gkittle46,420588,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
301,ShannonSharpe,2049541,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
302,MollyQerim,329097,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
303,BrooklynNets,1966482,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
304,cavs,3061532,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
305,elleduncantv,209231,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
306,AZCardinals,1095008,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
307,nuggets,1433633,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
308,TimBontemps,132313,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
309,Suns,1697991,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
310,packers,2498254,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
311,DesmondHoward,382512,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
312,wingoz,934746,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
313,Ravens,1881219,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
314,celtics,3916220,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
315,DanWetzel,281879,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
316,GetUpESPN,189274,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
317,stanverrett,65363,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
318,JeffDarlington,294468,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
319,tunasweasel,11549,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
320,garystriewski,30086,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
321,JeremySchaap,109850,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
322,nyjets,1248385,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
323,TJQuinnESPN,39601,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
324,ashbrewkaminsky,81577,False,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,followers_below_threshold
325,PTI,968668,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
326,Panthers,2827933,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
327,BarrySanders,443000,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
328,JayBilas,1715374,True,0.000000,0.000000,0.000000,0.000000,0.000,0.000,-1000000000.000000,name 'TECH_KEYPHRASES' is not defined
